CustomerID,Gender,Age,Subscription_Type,Tenure_Months,Monthly_Spend,Support_Tickets,Payment_Method,Auto_Renew,Total_Spend,Churn
CUST00360,Male,28,Enterprise,45,20.97,0,Bank Transfer,Yes,943.65,0
CUST00361,Female,35,Premium,55,29.89,2,Bank Transfer,Yes,1643.95,0
CUST00362,Male,29,Basic,27,20.44,2,Card,Yes,551.88,0
CUST00363,Male,40,Basic,57,40.29,2,Card,Yes,2296.53,0
CUST00364,Female,29,Basic,5,28.65,1,Bank Transfer,Yes,143.25,1
CUST00365,Male,30,Premium,2,15.83,3,Card,Yes,31.66,0
CUST00366,Male,42,Enterprise,55,31.7,2,Bank Transfer,Yes,1743.5,0
CUST00367,Female,62,Premium,58,35.59,2,Card,Yes,2064.22,1
CUST00368,Female,68,Enterprise,33,26.98,3,Wallet,Yes,890.34,0
CUST00369,Male,36,Premium,16,29.79,2,Wallet,Yes,476.64,0
CUST00370,Male,63,Premium,23,24.3,0,Bank Transfer,Yes,558.9,0
CUST00371,Female,53,Premium,38,13.66,1,Bank Transfer,No,519.08,1
CUST00372,Female,62,Basic,55,23.48,1,Card,Yes,1291.4,0
CUST00373,Female,25,Premium,16,30.23,1,Card,No,483.68,0
CUST00374,Female,46,Premium,14,23.72,0,Bank Transfer,Yes,332.08,0
CUST00375,Male,49,Basic,29,33.01,0,Wallet,Yes,957.29,0
CUST00376,Female,68,Premium,26,21.08,0,Wallet,Yes,548.08,0
CUST00377,Female,61,Basic,35,21.73,2,Bank Transfer,Yes,760.55,0
CUST00378,Male,35,Premium,15,33.31,5,Wallet,Yes,499.65,0
CUST00379,Female,23,Premium,3,27.22,2,Bank Transfer,Yes,81.66,1
CUST00380,Male,35,Basic,23,20.88,1,Card,No,480.24,1
CUST00381,Female,36,Basic,29,35.34,2,Wallet,Yes,1024.86,1
CUST00382,Female,39,Basic,34,18.11,1,Wallet,Yes,615.74,0
CUST00383,Female,54,Enterprise,33,17.73,3,Card,No,585.09,0
CUST00384,Male,49,Basic,41,-3.29,0,Card,No,-134.89,1
CUST00385,Male,58,Enterprise,41,19.46,0,Wallet,Yes,797.86,0
CUST00386,Female,20,Basic,23,38.09,0,Wallet,Yes,876.07,1
CUST00387,Male,45,Enterprise,7,4.28,1,Bank Transfer,Yes,29.96,0
CUST00388,Male,27,Enterprise,3,15.48,2,Bank Transfer,Yes,46.44,0
CUST00389,Male,68,Basic,58,29.39,0,Wallet,Yes,1704.62,0
CUST00390,Male,52,Premium,32,2.55,1,Bank Transfer,Yes,81.6,0
CUST00391,Male,46,Basic,31,19.89,0,Card,Yes,616.59,0
CUST00392,Male,32,Premium,18,36.41,0,Bank Transfer,No,655.38,0
CUST00393,Female,50,Basic,43,45.43,2,Bank Transfer,No,1953.49,1
CUST00394,Female,24,Basic,7,27.9,1,Wallet,Yes,195.3,1
CUST00395,Male,29,Basic,41,15.74,2,Bank Transfer,Yes,645.34,0
CUST00396,Female,66,Basic,1,15.4,2,Wallet,Yes,15.4,0
CUST00397,Female,47,Basic,14,26.45,1,Wallet,Yes,370.3,0
CUST00398,Female,38,Premium,52,27.81,1,Wallet,Yes,1446.12,1
CUST00399,Female,48,Enterprise,32,43.58,1,Card,No,1394.56,0
CUST00400,Male,41,Basic,6,34.71,1,Bank Transfer,Yes,208.26,1
CUST00401,Female,37,Premium,39,25.84,0,Bank Transfer,Yes,1007.76,1
CUST00402,Female,54,Basic,10,21.65,3,Bank Transfer,Yes,216.5,0
CUST00403,Male,21,Premium,7,55.15,0,Wallet,No,386.05,0
CUST00404,Male,45,Enterprise,26,31.27,2,Card,No,813.02,0
CUST00405,Female,61,Enterprise,34,18.31,1,Wallet,No,622.54,0
CUST00406,Female,37,Enterprise,30,22.75,5,Bank Transfer,Yes,682.5,0
CUST00407,Female,41,Basic,36,16.23,1,Wallet,Yes,584.28,1
CUST00408,Female,67,Premium,21,0.95,2,Wallet,Yes,19.95,0
CUST00409,Female,66,Premium,17,28.13,1,Bank Transfer,Yes,478.21,0
CUST00410,Female,68,Basic,33,42.82,1,Wallet,No,1413.06,0
CUST00411,Male,49,Enterprise,10,8.69,1,Wallet,Yes,86.9,0
CUST00412,Female,58,Basic,51,25.55,1,Card,Yes,1303.05,0
CUST00413,Female,53,Premium,47,17.93,1,Wallet,Yes,842.71,0
CUST00414,Male,51,Basic,42,30.22,0,Card,Yes,1269.24,1
CUST00415,Male,53,Basic,51,23.28,1,Bank Transfer,Yes,1187.28,1
CUST00416,Male,19,Premium,12,11.4,1,Card,Yes,136.8,0
CUST00417,Male,32,Premium,56,15.19,2,Wallet,Yes,850.64,0
CUST00418,Female,51,Basic,16,16.7,0,Bank Transfer,Yes,267.2,0
CUST00419,Female,53,Basic,41,38.44,2,Wallet,No,1576.04,0
CUST00420,Female,23,Premium,32,37.93,2,Wallet,Yes,1213.76,0
CUST00421,Female,56,Basic,15,21.89,1,Card,Yes,328.35,0
CUST00422,Female,59,Basic,27,37.28,1,Wallet,Yes,1006.56,0
CUST00423,Female,68,Enterprise,28,23.27,3,Card,Yes,651.56,1
CUST00424,Male,68,Premium,17,21.73,3,Bank Transfer,No,369.41,0
CUST00425,Female,29,Basic,46,25.57,1,Bank Transfer,Yes,1176.22,0
CUST00426,Male,20,Premium,59,27.85,2,Wallet,Yes,1643.15,1
CUST00427,Male,62,Premium,50,19.45,0,Card,No,972.5,0
CUST00428,Female,35,Enterprise,58,25.22,3,Wallet,No,1462.76,0
CUST00429,Male,57,Premium,2,32.87,1,Wallet,Yes,65.74,0
CUST00430,Female,38,Basic,36,26.3,2,Wallet,Yes,946.8,0
CUST00431,Male,32,Basic,50,25.43,0,Wallet,Yes,1271.5,1
CUST00432,Female,50,Basic,7,29.94,1,Card,No,209.58,0
CUST00433,Male,52,Premium,13,31.67,1,Wallet,Yes,411.71,0
CUST00434,Female,43,Basic,15,24.37,2,Bank Transfer,Yes,365.55,1
CUST00435,Female,25,Premium,25,20.26,1,Card,Yes,506.5,0
CUST00436,Female,53,Basic,23,26.89,1,Wallet,Yes,618.47,1
CUST00437,Female,65,Basic,22,9.06,3,Card,No,199.32,0
CUST00438,Female,47,Enterprise,26,22.9,2,Wallet,No,595.4,0
CUST00439,Male,40,Basic,33,0.28,1,Bank Transfer,Yes,9.24,0
CUST00440,Male,59,Basic,11,8.24,3,Bank Transfer,Yes,90.64,0
CUST00441,Male,61,Premium,10,6.74,2,Bank Transfer,Yes,67.4,0
CUST00442,Female,31,Basic,25,35.47,0,Card,No,886.75,1
CUST00443,Male,31,Premium,37,25.14,0,Bank Transfer,No,930.18,0
CUST00444,Female,19,Premium,48,12.38,1,Wallet,No,594.24,1
CUST00445,Female,54,Basic,43,29.91,1,Wallet,No,1286.13,1
CUST00446,Male,22,Premium,53,34.89,1,Wallet,Yes,1849.17,0
CUST00447,Male,55,Premium,38,30.08,1,Card,No,1143.04,0
CUST00448,Female,62,Basic,41,23.11,1,Card,Yes,947.51,0
CUST00449,Male,58,Basic,45,27.32,1,Bank Transfer,Yes,1229.4,1
CUST00450,Female,64,Basic,24,34.01,3,Card,Yes,816.24,0
CUST00451,Female,31,Enterprise,40,20.31,1,Wallet,Yes,812.4,0
CUST00452,Female,56,Basic,46,25.3,2,Wallet,No,1163.8,1
CUST00453,Female,42,Premium,56,22.43,0,Wallet,Yes,1256.08,0
CUST00454,Female,37,Premium,33,8.87,0,Card,No,292.71,0
CUST00455,Male,19,Premium,17,34.17,0,Wallet,Yes,580.89,0
CUST00456,Male,56,Basic,24,45.57,3,Bank Transfer,Yes,1093.68,0
CUST00457,Female,23,Basic,37,16.26,2,Card,Yes,601.62,0
CUST00458,Female,34,Premium,57,34.63,1,Wallet,Yes,1973.91,0
CUST00459,Male,42,Basic,2,16.58,0,Wallet,Yes,33.16,1
CUST00460,Male,45,Basic,32,26.33,0,Card,Yes,842.56,1
CUST00461,Female,19,Basic,57,40.08,2,Card,No,2284.56,0
CUST00462,Male,52,Basic,24,19.8,2,Bank Transfer,Yes,475.2,1
CUST00463,Female,54,Enterprise,9,24.85,0,Card,Yes,223.65,0
CUST00464,Male,22,Basic,4,6.98,2,Wallet,No,27.92,1
CUST00465,Female,18,Basic,17,18.36,2,Bank Transfer,Yes,312.12,0
CUST00466,Male,57,Basic,17,5.94,1,Wallet,Yes,100.98,0
CUST00467,Female,29,Premium,53,29.29,1,Wallet,Yes,1552.37,1
CUST00468,Male,53,Premium,50,33.32,2,Wallet,Yes,1666.0,0
CUST00469,Male,62,Basic,48,22.78,3,Card,Yes,1093.44,0
CUST00470,Female,40,Premium,30,27.86,3,Card,Yes,835.8,0
CUST00471,Male,64,Premium,40,21.74,2,Wallet,Yes,869.6,0
CUST00472,Female,48,Enterprise,58,32.41,2,Card,Yes,1879.78,1
CUST00473,Male,28,Premium,11,26.29,2,Wallet,Yes,289.19,0
CUST00474,Female,27,Basic,21,5.14,2,Card,Yes,107.94,0
CUST00475,Male,20,Basic,21,34.4,4,Card,No,722.4,0
CUST00476,Female,31,Basic,18,21.1,0,Card,Yes,379.8,0
CUST00477,Male,33,Basic,55,12.3,1,Bank Transfer,Yes,676.5,1
CUST00478,Female,27,Enterprise,29,20.61,1,Card,No,597.69,0
CUST00479,Male,46,Basic,24,5.98,0,Bank Transfer,No,143.52,0
CUST00480,Female,27,Basic,10,12.5,1,Bank Transfer,No,125.0,1
CUST00481,Female,29,Premium,45,26.43,3,Bank Transfer,No,1189.35,1
CUST00482,Female,47,Premium,17,27.27,2,Wallet,Yes,463.59,0
CUST00483,Male,58,Basic,18,28.06,0,Card,Yes,505.08,0
CUST00484,Female,18,Basic,42,25.03,3,Wallet,Yes,1051.26,0
CUST00485,Male,22,Basic,48,18.07,3,Bank Transfer,Yes,867.36,0
CUST00486,Female,37,Premium,20,24.46,1,Card,Yes,489.2,1
CUST00487,Male,25,Basic,37,20.63,4,Wallet,Yes,763.31,0
CUST00488,Female,60,Basic,45,8.74,1,Bank Transfer,No,393.3,0
CUST00489,Male,29,Premium,18,17.28,3,Wallet,Yes,311.04,0
CUST00490,Male,18,Basic,17,33.9,2,Wallet,Yes,576.3,0
CUST00491,Female,37,Premium,9,40.88,3,Card,Yes,367.92,0
CUST00492,Male,45,Basic,14,31.51,1,Card,Yes,441.14,1
CUST00493,Male,60,Basic,49,40.44,1,Wallet,No,1981.56,0
CUST00494,Female,54,Enterprise,29,25.85,0,Card,No,749.65,0
CUST00495,Male,64,Premium,31,42.42,1,Card,No,1315.02,0
CUST00496,Male,54,Basic,4,45.54,4,Wallet,Yes,182.16,0
CUST00497,Male,29,Premium,18,7.67,1,Card,No,138.06,0
CUST00498,Female,54,Premium,59,27.21,2,Card,Yes,1605.39,0
CUST00499,Male,66,Premium,20,25.86,2,Bank Transfer,No,517.2,0
CUST00500,Female,66,Basic,56,20.76,1,Card,Yes,1162.56,0
CUST00501,Male,61,Enterprise,56,29.92,3,Bank Transfer,Yes,1675.52,0
CUST00502,Male,45,Basic,47,25.41,1,Wallet,No,1194.27,0
CUST00503,Male,64,Basic,43,17.65,0,Bank Transfer,Yes,758.95,0
CUST00504,Female,32,Basic,44,24.73,5,Wallet,No,1088.12,1
CUST00505,Male,23,Basic,9,37.05,1,Card,Yes,333.45,0
CUST00506,Male,61,Premium,13,26.83,1,Card,No,348.79,0
CUST00507,Female,37,Basic,15,31.27,1,Bank Transfer,No,469.05,1
CUST00508,Male,67,Basic,27,22.23,1,Wallet,Yes,600.21,0
CUST00509,Female,31,Enterprise,15,29.52,1,Card,Yes,442.8,0
CUST00510,Female,19,Basic,28,12.91,0,Bank Transfer,Yes,361.48,0
CUST00511,Male,26,Basic,37,20.0,2,Bank Transfer,No,740.0,1
CUST00512,Female,54,Basic,55,23.97,2,Bank Transfer,Yes,1318.35,0
CUST00513,Male,37,Basic,19,12.24,1,Card,Yes,232.56,0
CUST00514,Female,43,Basic,26,16.7,3,Wallet,Yes,434.2,1
CUST00515,Female,46,Premium,52,28.13,1,Card,Yes,1462.76,1
CUST00516,Male,18,Basic,26,26.3,0,Card,Yes,683.8,0
CUST00517,Female,52,Basic,25,33.06,3,Wallet,Yes,826.5,0
CUST00518,Female,23,Premium,26,18.99,3,Bank Transfer,No,493.74,1
CUST00519,Female,54,Premium,26,25.58,0,Card,Yes,665.08,1
CUST00520,Female,22,Basic,46,18.28,1,Bank Transfer,Yes,840.88,0
CUST00521,Female,50,Premium,28,32.06,2,Bank Transfer,Yes,897.68,0
CUST00522,Male,66,Basic,49,36.91,1,Wallet,Yes,1808.59,0
CUST00523,Female,68,Basic,18,29.83,0,Wallet,No,536.94,0
CUST00524,Male,31,Premium,32,35.61,0,Wallet,Yes,1139.52,0
CUST00525,Female,29,Basic,53,25.32,2,Bank Transfer,Yes,1341.96,1
CUST00526,Male,59,Enterprise,3,33.06,3,Bank Transfer,Yes,99.18,0
CUST00527,Male,37,Basic,2,25.75,0,Card,No,51.5,1
CUST00528,Female,67,Premium,33,14.75,0,Bank Transfer,No,486.75,0
CUST00529,Female,41,Basic,42,27.47,1,Wallet,Yes,1153.74,1
CUST00530,Female,60,Premium,19,15.05,3,Wallet,Yes,285.95,0
CUST00531,Male,51,Premium,17,48.39,0,Wallet,Yes,822.63,0
CUST00532,Female,42,Premium,44,21.66,5,Wallet,No,953.04,1
CUST00533,Male,67,Basic,33,31.45,1,Bank Transfer,Yes,1037.85,0
CUST00534,Male,46,Premium,12,24.88,1,Wallet,No,298.56,1
CUST00535,Male,56,Premium,49,12.66,3,Card,No,620.34,1
CUST00536,Female,48,Premium,56,6.01,1,Bank Transfer,No,336.56,1
CUST00537,Female,64,Premium,3,32.49,0,Wallet,Yes,97.47,0
CUST00538,Male,60,Premium,43,40.49,1,Card,Yes,1741.07,0
CUST00539,Male,67,Basic,49,17.65,1,Wallet,No,864.85,0
CUST00540,Female,40,Basic,55,8.43,1,Bank Transfer,Yes,463.65,1
CUST00541,Male,61,Basic,26,21.75,2,Bank Transfer,Yes,565.5,0
CUST00542,Female,55,Basic,35,15.63,1,Card,Yes,547.05,1
CUST00543,Male,37,Enterprise,8,18.5,0,Bank Transfer,Yes,148.0,0
CUST00544,Female,40,Premium,52,31.1,2,Card,Yes,1617.2,0
CUST00545,Male,62,Enterprise,36,24.5,1,Wallet,Yes,882.0,0
CUST00546,Female,69,Basic,53,16.7,2,Bank Transfer,Yes,885.1,0
CUST00547,Male,33,Enterprise,54,30.89,2,Wallet,Yes,1668.06,0
CUST00548,Female,67,Premium,7,31.67,1,Wallet,Yes,221.69,0
CUST00549,Female,59,Premium,46,21.63,1,Bank Transfer,Yes,994.98,1
CUST00550,Male,25,Premium,46,26.38,0,Wallet,Yes,1213.48,0
CUST00551,Male,67,Basic,36,30.21,2,Card,No,1087.56,0
CUST00552,Female,38,Premium,16,29.26,1,Card,No,468.16,0
CUST00553,Male,18,Premium,24,25.41,4,Card,No,609.84,0
CUST00554,Female,25,Basic,54,39.33,1,Bank Transfer,No,2123.82,0
CUST00555,Male,46,Basic,1,30.83,3,Wallet,Yes,30.83,0
CUST00556,Female,49,Enterprise,49,20.49,1,Wallet,Yes,1004.01,0
CUST00557,Female,55,Enterprise,25,20.55,2,Wallet,Yes,513.75,1
CUST00558,Female,22,Enterprise,10,19.42,2,Wallet,Yes,194.2,0
CUST00559,Female,64,Premium,54,31.32,4,Card,Yes,1691.28,0
CUST00560,Female,39,Basic,16,18.77,1,Bank Transfer,Yes,300.32,0
CUST00561,Female,64,Basic,16,20.75,0,Card,No,332.0,0
CUST00562,Male,51,Basic,58,35.58,3,Card,Yes,2063.64,0
CUST00563,Male,18,Basic,8,26.92,6,Bank Transfer,Yes,215.36,0
CUST00564,Male,43,Basic,29,36.99,1,Bank Transfer,No,1072.71,0
CUST00565,Female,60,Basic,39,32.98,0,Card,No,1286.22,0
CUST00566,Female,27,Basic,28,13.23,1,Wallet,Yes,370.44,0
CUST00567,Female,47,Enterprise,6,23.98,1,Bank Transfer,No,143.88,0
CUST00568,Female,67,Basic,16,34.9,0,Bank Transfer,Yes,558.4,1
CUST00569,Male,35,Enterprise,20,12.78,1,Card,No,255.6,0
CUST00570,Male,34,Premium,16,29.2,1,Wallet,Yes,467.2,0
CUST00571,Female,43,Basic,7,24.61,4,Bank Transfer,Yes,172.27,0
CUST00572,Male,25,Basic,41,7.45,4,Card,No,305.45,1
CUST00573,Male,64,Basic,14,26.2,2,Bank Transfer,Yes,366.8,0
CUST00574,Female,57,Basic,43,16.63,0,Wallet,Yes,715.09,0
CUST00575,Male,66,Premium,26,13.32,1,Card,Yes,346.32,0
CUST00576,Female,29,Basic,26,25.09,1,Card,Yes,652.34,0
CUST00577,Male,44,Basic,14,5.69,2,Wallet,No,79.66,0
CUST00578,Female,25,Basic,7,18.26,0,Card,Yes,127.82,0
CUST00579,Female,42,Enterprise,33,50.51,5,Wallet,Yes,1666.83,0
CUST00580,Female,63,Premium,26,31.5,2,Card,Yes,819.0,0
CUST00581,Female,21,Premium,57,16.19,2,Wallet,Yes,922.83,0
CUST00582,Male,50,Basic,45,39.04,1,Bank Transfer,Yes,1756.8,0
CUST00583,Female,18,Premium,20,15.08,1,Bank Transfer,Yes,301.6,1
CUST00584,Female,36,Premium,3,19.46,0,Bank Transfer,No,58.38,0
CUST00585,Female,48,Premium,52,13.51,3,Card,Yes,702.52,0
CUST00586,Male,33,Enterprise,4,27.56,4,Wallet,Yes,110.24,0
CUST00587,Female,31,Basic,26,38.69,2,Wallet,Yes,1005.94,0
CUST00588,Male,65,Enterprise,11,15.01,1,Bank Transfer,Yes,165.11,0
CUST00589,Female,22,Enterprise,2,4.4,3,Bank Transfer,Yes,8.8,1
CUST00590,Male,58,Basic,14,35.91,1,Bank Transfer,No,502.74,1
CUST00591,Male,43,Basic,44,40.54,2,Wallet,No,1783.76,0
CUST00592,Female,45,Enterprise,30,5.05,1,Bank Transfer,Yes,151.5,0
CUST00593,Male,19,Basic,49,29.6,0,Card,Yes,1450.4,0
CUST00594,Female,67,Premium,12,27.27,0,Bank Transfer,No,327.24,0
CUST00595,Female,23,Enterprise,26,17.13,3,Bank Transfer,Yes,445.38,0
CUST00596,Female,26,Premium,44,11.06,2,Wallet,Yes,486.64,1
CUST00597,Male,50,Basic,33,34.92,0,Card,No,1152.36,0
CUST00598,Male,58,Premium,13,26.79,3,Wallet,No,348.27,1
CUST00599,Female,42,Basic,14,27.54,1,Card,Yes,385.56,0
CUST00600,Female,65,Premium,24,18.78,1,Card,Yes,450.72,0
CUST00601,Male,30,Basic,34,16.98,1,Bank Transfer,Yes,577.32,0
CUST00602,Female,26,Premium,44,0.45,1,Bank Transfer,Yes,19.8,1
CUST00603,Female,30,Premium,26,22.72,2,Wallet,No,590.72,0
CUST00604,Female,48,Premium,21,39.39,0,Wallet,Yes,827.19,0
CUST00605,Male,58,Premium,28,16.1,0,Wallet,Yes,450.8,0
CUST00606,Male,28,Premium,48,9.78,1,Card,Yes,469.44,0
CUST00607,Male,21,Premium,36,29.36,1,Wallet,Yes,1056.96,0
CUST00608,Female,51,Basic,40,31.2,1,Card,Yes,1248.0,0
CUST00609,Female,55,Premium,2,19.14,1,Card,No,38.28,1
CUST00610,Female,63,Basic,42,21.51,3,Card,Yes,903.42,1
CUST00611,Male,21,Enterprise,9,27.64,2,Card,Yes,248.76,0
CUST00612,Female,55,Basic,23,23.44,2,Card,Yes,539.12,0
CUST00613,Female,36,Basic,15,35.0,0,Bank Transfer,No,525.0,1
CUST00614,Female,23,Premium,13,49.37,0,Card,Yes,641.81,1
CUST00615,Female,51,Basic,23,7.91,2,Card,Yes,181.93,0
CUST00616,Male,35,Basic,17,37.3,0,Bank Transfer,Yes,634.1,0
CUST00617,Male,30,Premium,48,26.05,2,Bank Transfer,Yes,1250.4,1
CUST00618,Female,58,Premium,2,38.88,3,Bank Transfer,No,77.76,1
CUST00619,Male,40,Premium,20,32.24,3,Wallet,Yes,644.8,0
CUST00620,Male,36,Basic,20,25.61,1,Wallet,No,512.2,0
CUST00621,Female,62,Premium,59,32.6,2,Card,No,1923.4,0
CUST00622,Female,28,Basic,46,21.06,1,Card,No,968.76,0
CUST00623,Male,18,Premium,3,17.26,3,Card,Yes,51.78,0
CUST00624,Female,41,Premium,55,33.11,2,Card,Yes,1821.05,1
CUST00625,Male,24,Premium,12,16.56,1,Bank Transfer,Yes,198.72,0
CUST00626,Female,42,Basic,40,31.42,2,Wallet,Yes,1256.8,1
CUST00627,Male,38,Basic,2,25.31,0,Bank Transfer,No,50.62,0
CUST00628,Female,32,Basic,36,1.71,1,Wallet,No,61.56,0
CUST00629,Male,18,Basic,14,19.26,0,Bank Transfer,Yes,269.64,1
CUST00630,Male,29,Basic,16,28.35,0,Card,Yes,453.6,0
CUST00631,Male,24,Premium,19,20.94,2,Wallet,Yes,397.86,0
CUST00632,Female,32,Basic,34,-0.47,3,Card,Yes,-15.98,0
CUST00633,Male,38,Enterprise,44,38.21,2,Wallet,No,1681.24,0
CUST00634,Male,36,Basic,46,26.69,2,Wallet,Yes,1227.74,0
CUST00635,Female,46,Premium,6,29.44,0,Card,Yes,176.64,0
CUST00636,Female,42,Premium,13,20.27,1,Card,Yes,263.51,0
CUST00637,Male,50,Basic,36,30.31,0,Card,No,1091.16,0
CUST00638,Male,66,Basic,22,43.35,1,Bank Transfer,Yes,953.7,1
CUST00639,Female,49,Premium,18,17.65,3,Wallet,No,317.7,1
CUST00640,Female,66,Basic,12,41.67,1,Wallet,No,500.04,0
CUST00641,Female,52,Enterprise,52,28.99,0,Wallet,Yes,1507.48,0
CUST00642,Female,61,Premium,59,16.31,1,Card,Yes,962.29,0
CUST00643,Female,55,Enterprise,54,47.12,0,Wallet,Yes,2544.48,0
CUST00644,Male,43,Basic,30,28.92,0,Wallet,Yes,867.6,0
CUST00645,Female,28,Premium,53,31.76,1,Card,No,1683.28,0
CUST00646,Male,52,Premium,51,22.31,0,Card,Yes,1137.81,1
CUST00647,Male,25,Premium,40,17.04,2,Wallet,Yes,681.6,1
CUST00648,Male,63,Basic,7,26.68,0,Bank Transfer,Yes,186.76,0
CUST00649,Female,31,Premium,32,40.81,4,Card,Yes,1305.92,0
CUST00650,Male,27,Basic,48,21.9,1,Bank Transfer,Yes,1051.2,0
CUST00651,Male,19,Premium,19,24.73,3,Bank Transfer,Yes,469.87,0
CUST00652,Female,63,Basic,6,39.56,0,Bank Transfer,Yes,237.36,0
CUST00653,Male,26,Enterprise,20,22.0,3,Bank Transfer,Yes,440.0,1
CUST00654,Male,20,Basic,27,30.1,1,Card,Yes,812.7,0
CUST00655,Female,38,Premium,53,33.77,2,Wallet,Yes,1789.81,0
CUST00656,Male,43,Enterprise,43,23.03,3,Wallet,Yes,990.29,1
CUST00657,Male,25,Premium,37,28.1,2,Card,No,1039.7,0
CUST00658,Male,65,Premium,48,31.61,0,Card,Yes,1517.28,0
CUST00659,Female,19,Basic,7,20.99,1,Bank Transfer,Yes,146.93,0
CUST00660,Female,23,Enterprise,59,33.16,2,Bank Transfer,Yes,1956.44,1
CUST00661,Female,45,Basic,5,19.53,2,Card,Yes,97.65,1
CUST00662,Male,46,Premium,11,18.25,1,Wallet,Yes,200.75,1
CUST00663,Male,43,Premium,15,9.73,0,Bank Transfer,No,145.95,0
CUST00664,Female,42,Premium,3,19.97,2,Card,Yes,59.91,0
CUST00665,Male,29,Basic,58,16.84,3,Card,Yes,976.72,0
CUST00666,Male,22,Premium,5,20.99,5,Card,Yes,104.95,0
CUST00667,Female,51,Premium,23,31.12,1,Bank Transfer,Yes,715.76,0
CUST00668,Female,65,Basic,53,7.74,1,Card,Yes,410.22,0
CUST00669,Male,54,Enterprise,37,5.25,1,Wallet,Yes,194.25,0
CUST00670,Male,32,Basic,9,17.51,1,Card,No,157.59,0
CUST00671,Male,61,Basic,15,29.61,4,Bank Transfer,Yes,444.15,0
CUST00672,Female,53,Basic,3,27.89,1,Wallet,Yes,83.67,1
CUST00673,Female,32,Basic,29,17.35,3,Wallet,No,503.15,0
CUST00674,Female,60,Enterprise,6,36.69,0,Card,No,220.14,0
CUST00675,Female,65,Basic,17,18.42,1,Card,No,313.14,0
CUST00676,Male,40,Basic,26,29.62,1,Wallet,Yes,770.12,1
CUST00677,Female,23,Basic,21,21.37,1,Card,Yes,448.77,0
CUST00678,Female,63,Premium,8,16.31,1,Bank Transfer,No,130.48,0
CUST00679,Female,67,Premium,21,18.95,3,Wallet,Yes,397.95,1
CUST00680,Female,61,Basic,57,32.34,0,Card,Yes,1843.38,0
CUST00681,Female,60,Basic,11,28.61,3,Wallet,No,314.71,1
CUST00682,Male,62,Enterprise,38,34.68,2,Card,Yes,1317.84,0
CUST00683,Male,38,Basic,8,28.61,1,Card,No,228.88,0
CUST00684,Female,40,Basic,42,8.89,3,Bank Transfer,No,373.38,1
CUST00685,Male,60,Basic,24,46.14,1,Card,No,1107.36,0
CUST00686,Female,33,Premium,35,28.75,2,Card,Yes,1006.25,1
CUST00687,Female,64,Basic,55,30.15,1,Card,Yes,1658.25,0
CUST00688,Male,32,Premium,14,21.23,0,Bank Transfer,No,297.22,0
CUST00689,Male,42,Basic,55,36.13,1,Card,No,1987.15,0
CUST00690,Female,53,Enterprise,14,14.07,1,Card,Yes,196.98,0
CUST00691,Female,28,Basic,10,31.1,0,Card,Yes,311.0,0
CUST00692,Female,68,Premium,12,4.2,1,Wallet,No,50.4,0
CUST00693,Male,32,Basic,38,31.77,1,Bank Transfer,Yes,1207.26,0
CUST00694,Female,21,Basic,44,14.2,3,Wallet,Yes,624.8,1
CUST00695,Female,38,Premium,55,27.77,1,Bank Transfer,Yes,1527.35,1
CUST00696,Female,30,Basic,46,38.57,1,Bank Transfer,Yes,1774.22,0
CUST00697,Male,39,Enterprise,34,33.23,1,Wallet,No,1129.82,0
CUST00698,Female,36,Enterprise,41,37.24,1,Bank Transfer,Yes,1526.84,0
CUST00699,Female,51,Enterprise,10,36.21,1,Bank Transfer,Yes,362.1,1
CUST00700,Male,31,Basic,58,19.76,3,Wallet,Yes,1146.08,0
CUST00701,Female,21,Premium,17,30.98,3,Card,Yes,526.66,0
CUST00702,Female,65,Basic,17,7.75,1,Bank Transfer,Yes,131.75,0
CUST00703,Male,69,Enterprise,3,18.13,2,Wallet,No,54.39,0
CUST00704,Female,63,Premium,31,38.93,2,Bank Transfer,Yes,1206.83,0
CUST00705,Male,44,Premium,51,21.15,5,Wallet,Yes,1078.65,0
CUST00706,Male,46,Basic,1,6.32,2,Card,Yes,6.32,0
CUST00707,Female,64,Premium,12,45.14,2,Bank Transfer,Yes,541.68,0
CUST00708,Female,45,Basic,39,30.62,2,Card,Yes,1194.18,0
CUST00709,Female,52,Premium,4,32.64,2,Card,Yes,130.56,0
CUST00710,Female,25,Basic,42,15.2,4,Wallet,Yes,638.4,0
CUST00711,Male,33,Premium,13,27.84,1,Bank Transfer,Yes,361.92,0
CUST00712,Female,59,Premium,34,27.58,1,Bank Transfer,Yes,937.72,0
CUST00713,Male,53,Premium,42,16.79,0,Bank Transfer,No,705.18,1
CUST00714,Female,47,Basic,21,23.3,6,Bank Transfer,No,489.3,0
CUST00715,Female,35,Premium,22,10.0,0,Bank Transfer,Yes,220.0,0
CUST00716,Female,19,Basic,57,21.53,3,Wallet,Yes,1227.21,0
CUST00717,Male,66,Basic,4,34.74,1,Bank Transfer,No,138.96,0
CUST00718,Female,30,Basic,18,17.53,1,Card,Yes,315.54,0
CUST00719,Female,21,Basic,5,44.07,0,Card,No,220.35,1
CUST00720,Female,43,Basic,19,10.64,1,Bank Transfer,Yes,202.16,0
CUST00721,Female,42,Premium,2,22.4,1,Wallet,Yes,44.8,0
CUST00722,Male,47,Basic,12,18.44,1,Wallet,No,221.28,0
